employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,awards_won,avg_training_score,TrainingPerformance,TrainingEffectiveness,WorkforceStability,RetentionRisk,Region_Display,Top_Performer
36647,Sales & Marketing,region_21,Bachelors,m,sourcing,1,26,5,3,0,0,63,Medium,Medium,Medium,Medium Risk,Region 21,No
18190,Analytics,region_2,Bachelors,m,other,1,28,2,2,0,0,84,High,Low,Low,High Risk,Region 2,No
29349,Legal,region_2,Masters & above,m,other,1,59,5,19,1,0,60,Medium,Medium,High,Medium Risk,Region 2,No
50103,Procurement,region_2,Below Secondary,f,sourcing,2,23,5,2,1,0,68,Medium,High,Low,High Risk,Region 2,No
72038,Procurement,region_2,Masters & above,m,sourcing,1,38,1,9,0,0,68,Medium,Low,Medium,High Risk,Region 2,No
25680,Technology,region_13,Masters & above,f,sourcing,1,44,3,17,0,0,82,High,Medium,Medium,Medium Risk,Region 13,No
54476,Technology,region_31,Masters & above,m,other,1,46,4,14,0,0,80,High,Medium,Medium,Medium Risk,Region 31,No
37289,Sales & Marketing,region_32,Bachelors,m,sourcing,1,31,3,5,0,0,51,Medium,Medium,Medium,Medium Risk,Region 32,No
34714,Procurement,region_11,Bachelors,m,other,1,30,5,4,1,0,68,Medium,Medium,Medium,Medium Risk,Region 11,No
62217,Operations,region_4,Bachelors,m,sourcing,1,29,3,1,1,0,63,Medium,Medium,Low,High Risk,Region 4,No
25814,Sales & Marketing,region_7,Bachelors,m,sourcing,1,48,1,4,0,0,49,Low,Low,Medium,High Risk,Region 7,No
7990,Technology,region_14,Bachelors,f,sourcing,1,41,3,11,0,0,78,High,Medium,Medium,Medium Risk,Region 14,No
74815,Operations,region_20,Bachelors,f,other,1,32,4,3,0,0,57,Medium,Medium,Medium,Medium Risk,Region 20,No
22773,Sales & Marketing,region_28,Bachelors,m,sourcing,1,31,3,7,0,0,49,Low,Medium,Medium,Medium Risk,Region 28,No
33901,Analytics,region_22,Bachelors,m,sourcing,2,28,3,4,0,0,81,High,Medium,Medium,Medium Risk,Region 22,No
32675,Sales & Marketing,region_1,Bachelors,m,sourcing,3,30,3,1,0,0,52,Medium,Medium,Low,High Risk,Region 1,No
56405,Operations,region_19,Bachelors,m,sourcing,1,34,5,7,0,0,62,Medium,Medium,Medium,Medium Risk,Region 19,No
54576,Sales & Marketing,region_16,Bachelors,m,other,1,43,4,14,0,0,46,Low,Medium,Medium,Medium Risk,Region 16,No
36106,Sales & Marketing,region_32,Bachelors,f,sourcing,1,28,3,1,0,0,51,Medium,Medium,Low,High Risk,Region 32,No
9887,Operations,region_2,Masters & above,f,sourcing,2,44,3,17,0,0,63,Medium,Medium,Medium,Medium Risk,Region 2,No
71208,Sales & Marketing,region_24,Bachelors,m,sourcing,1,24,1,2,0,0,47,Low,Low,Low,High Risk,Region 24,No
45046,Sales & Marketing,region_28,Masters & above,m,other,2,38,3,8,0,0,51,Medium,Medium,Medium,Medium Risk,Region 28,No
11269,Analytics,region_22,Bachelors,f,other,3,27,1,5,0,0,90,High,Low,Medium,High Risk,Region 22,No
51117,Technology,region_22,Bachelors,m,other,1,30,1,5,0,0,83,High,Low,Medium,High Risk,Region 22,No
74134,Sales & Marketing,region_1,Masters & above,f,sourcing,2,33,5,8,0,0,53,Medium,High,Medium,Medium Risk,Region 1,No
41532,Operations,region_22,Bachelors,f,other,1,30,4,7,1,0,63,Medium,Medium,High,Medium Risk,Region 22,No
22242,Procurement,region_2,Below Secondary,m,other,1,20,3,1,0,0,65,Medium,Medium,Low,High Risk,Region 2,No
25552,Operations,region_4,Bachelors,m,other,1,29,5,7,1,0,58,Medium,Medium,High,Medium Risk,Region 4,No
16491,Procurement,region_2,Bachelors,f,other,2,34,1,5,0,0,70,Medium,Low,Medium,High Risk,Region 2,No
19797,Finance,region_15,Masters & above,m,sourcing,1,35,3,9,0,0,58,Medium,Medium,Medium,Medium Risk,Region 15,No
21414,Operations,region_21,Bachelors,f,sourcing,1,32,4,4,0,0,61,Medium,Medium,Medium,Medium Risk,Region 21,No
52962,HR,region_13,Masters & above,m,other,1,37,3,9,0,0,51,Medium,Medium,Medium,Medium Risk,Region 13,No
23625,Sales & Marketing,region_26,Masters & above,m,sourcing,1,47,3,4,0,0,46,Low,Medium,Medium,Medium Risk,Region 26,No
7352,Sales & Marketing,region_20,Bachelors,m,other,3,32,3,3,0,0,54,Medium,Medium,Medium,Medium Risk,Region 20,No
66864,Procurement,region_2,Masters & above,f,sourcing,1,52,3,14,0,0,70,Medium,Medium,Medium,Medium Risk,Region 2,No
52047,Operations,region_2,Bachelors,f,sourcing,2,37,3,3,0,0,52,Medium,Medium,Medium,Medium Risk,Region 2,No
35187,Sales & Marketing,region_22,Bachelors,m,sourcing,3,27,3,2,0,0,49,Low,Medium,Low,High Risk,Region 22,No
38884,Sales & Marketing,region_7,Masters & above,f,other,1,31,1,4,0,0,50,Medium,Low,Medium,High Risk,Region 7,No
69418,Technology,region_2,Masters & above,m,sourcing,1,36,3,7,0,0,81,High,Medium,Medium,Medium Risk,Region 2,No
36807,Operations,region_22,Masters & above,m,referred,1,36,5,9,0,0,61,Medium,Medium,Medium,Medium Risk,Region 22,No
67257,Sales & Marketing,region_23,Masters & above,m,other,1,34,4,10,0,0,47,Low,Medium,Medium,Medium Risk,Region 23,No
25688,Finance,region_7,Masters & above,f,other,1,32,5,7,1,0,58,Medium,Medium,High,Medium Risk,Region 7,No
58443,Technology,region_5,Bachelors,m,other,1,25,1,2,0,0,80,High,Low,Low,High Risk,Region 5,No
57078,Operations,region_22,Bachelors,f,other,1,42,5,5,1,0,58,Medium,Medium,High,Medium Risk,Region 22,No
40809,Procurement,region_4,Masters & above,m,other,2,37,3,3,0,0,73,Medium,Medium,Medium,Medium Risk,Region 4,No
68207,Operations,region_11,Bachelors,m,other,1,37,4,8,0,0,62,Medium,Medium,Medium,Medium Risk,Region 11,No
1696,Operations,region_2,Bachelors,m,other,2,30,5,6,1,0,58,Medium,High,High,Low Risk,Region 2,No
76591,Sales & Marketing,region_13,Masters & above,m,sourcing,1,46,1,14,0,0,48,Low,Low,Medium,High Risk,Region 13,No
53115,Analytics,region_1,Masters & above,m,other,1,37,5,9,1,0,87,High,Medium,High,Medium Risk,Region 1,No
58703,Technology,region_2,Bachelors,f,other,1,58,4,12,0,0,82,High,Medium,Medium,Medium Risk,Region 2,No
23098,Analytics,region_21,Bachelors,m,other,1,33,4,7,0,0,87,High,Medium,Medium,Medium Risk,Region 21,No
13383,Sales & Marketing,region_7,Bachelors,m,other,1,25,4,3,0,0,43,Low,Medium,Medium,Medium Risk,Region 7,No
47129,Operations,region_32,Bachelors,f,sourcing,1,41,3,9,1,0,60,Medium,Medium,High,Medium Risk,Region 32,No
24652,Procurement,region_2,Bachelors,m,other,1,51,2,5,0,0,70,Medium,Low,Medium,High Risk,Region 2,No
11053,Procurement,region_17,Masters & above,m,sourcing,1,52,3,8,0,0,71,Medium,Medium,Medium,Medium Risk,Region 17,No
23190,Operations,region_23,Bachelors,m,other,1,31,5,3,1,0,60,Medium,Medium,Medium,Medium Risk,Region 23,No
23881,Procurement,region_26,Masters & above,m,sourcing,1,39,4,8,0,0,73,Medium,Medium,Medium,Medium Risk,Region 26,No
32998,Operations,region_22,Bachelors,f,other,2,37,4,7,1,0,63,Medium,High,High,Low Risk,Region 22,No
75690,Sales & Marketing,region_9,Masters & above,m,other,1,37,3,4,0,0,50,Medium,Medium,Medium,Medium Risk,Region 9,No
26376,Analytics,region_23,Bachelors,m,other,1,30,5,4,0,0,82,High,Medium,Medium,Medium Risk,Region 23,No
55623,Sales & Marketing,region_9,Bachelors,m,sourcing,1,29,3,5,0,0,52,Medium,Medium,Medium,Medium Risk,Region 9,No
70064,Technology,region_8,Bachelors,m,sourcing,2,28,3,4,0,0,79,High,Medium,Medium,Medium Risk,Region 8,No
30523,Sales & Marketing,region_2,Bachelors,m,other,1,59,1,2,0,0,52,Medium,Low,Low,High Risk,Region 2,No
22489,Operations,region_7,Masters & above,m,sourcing,1,46,4,3,0,0,60,Medium,Medium,Medium,Medium Risk,Region 7,No
64457,Procurement,region_17,Bachelors,f,other,1,29,4,9,1,0,69,Medium,Medium,High,Medium Risk,Region 17,No
7327,Analytics,region_9,Bachelors,m,other,2,32,5,7,1,0,80,High,High,High,Low Risk,Region 9,No
15616,Operations,region_15,Bachelors,m,other,1,33,3,5,1,0,60,Medium,Medium,High,Medium Risk,Region 15,No
26178,Analytics,region_28,Bachelors,m,other,1,30,3,4,0,0,86,High,Medium,Medium,Medium Risk,Region 28,No
46572,R&D,region_4,Masters & above,m,sourcing,2,43,5,13,1,0,87,High,High,High,Low Risk,Region 4,No
42295,HR,region_2,Masters & above,f,sourcing,1,46,3,3,0,0,50,Medium,Medium,Medium,Medium Risk,Region 2,No
4790,Sales & Marketing,region_7,Bachelors,m,sourcing,1,28,3,4,1,0,59,Medium,Medium,Medium,Medium Risk,Region 7,No
67280,Sales & Marketing,region_2,Bachelors,m,sourcing,1,22,3,2,1,0,54,Medium,Medium,Low,High Risk,Region 2,No
66539,HR,region_2,Masters & above,f,other,1,53,3,8,0,0,51,Medium,Medium,Medium,Medium Risk,Region 2,No
37428,Sales & Marketing,region_3,Bachelors,m,other,1,32,5,3,1,0,51,Medium,Medium,Medium,Medium Risk,Region 3,No
2061,Operations,region_2,Bachelors,f,other,2,43,3,5,1,0,60,Medium,Medium,High,Medium Risk,Region 2,No
67611,Operations,region_2,Masters & above,f,other,1,33,3,9,1,0,63,Medium,Medium,High,Medium Risk,Region 2,No
63345,Operations,region_2,Masters & above,f,sourcing,1,46,1,14,1,0,56,Medium,Low,High,High Risk,Region 2,No
13909,Technology,region_33,Bachelors,f,other,1,44,5,7,1,0,78,High,Medium,High,Medium Risk,Region 33,No
8190,Technology,region_7,Bachelors,f,referred,1,30,4,4,0,0,77,High,Medium,Medium,Medium Risk,Region 7,No
72001,Sales & Marketing,region_2,Bachelors,m,sourcing,1,31,4,6,1,0,46,Low,Medium,High,Medium Risk,Region 2,No
50644,R&D,region_7,Masters & above,m,sourcing,1,37,5,4,1,1,87,High,Medium,Medium,Medium Risk,Region 7,Yes
33829,Operations,region_7,Bachelors,m,sourcing,1,53,3,6,0,0,60,Medium,Medium,Medium,Medium Risk,Region 7,No
39261,Sales & Marketing,region_2,Masters & above,m,sourcing,2,36,1,10,0,0,52,Medium,Low,Medium,High Risk,Region 2,No
27793,Sales & Marketing,region_8,Masters & above,m,other,1,42,1,3,0,0,49,Low,Low,Medium,High Risk,Region 8,No
68495,Sales & Marketing,region_13,Bachelors,m,other,2,33,5,7,0,0,47,Low,High,Medium,Medium Risk,Region 13,No
76330,Analytics,region_22,Bachelors,m,other,1,29,2,2,0,0,84,High,Low,Low,High Risk,Region 22,No
3684,Sales & Marketing,region_2,Bachelors,f,sourcing,1,42,4,10,0,0,45,Low,Medium,Medium,Medium Risk,Region 2,No
77812,Sales & Marketing,region_22,Masters & above,m,other,1,32,1,6,0,0,50,Medium,Low,Medium,High Risk,Region 22,No
44868,Sales & Marketing,region_6,Bachelors,m,sourcing,1,30,4,4,0,0,46,Low,Medium,Medium,Medium Risk,Region 6,No
70221,Sales & Marketing,region_23,Masters & above,m,other,3,41,1,5,0,0,49,Low,Low,Medium,High Risk,Region 23,No
72986,Operations,region_27,Bachelors,m,sourcing,1,33,4,4,0,0,53,Medium,Medium,Medium,Medium Risk,Region 27,No
32088,Sales & Marketing,region_13,Bachelors,m,other,1,25,3,2,0,0,52,Medium,Medium,Low,High Risk,Region 13,No
49029,Operations,region_4,Masters & above,m,other,1,35,4,5,0,0,60,Medium,Medium,Medium,Medium Risk,Region 4,No
18552,Procurement,region_2,Bachelors,m,sourcing,1,43,2,6,1,0,67,Medium,Low,High,High Risk,Region 2,No
976,Procurement,region_2,Bachelors,m,other,3,30,1,8,0,0,70,Medium,Low,Medium,High Risk,Region 2,No
33086,Sales & Marketing,region_13,Bachelors,f,other,2,31,1,5,0,0,51,Medium,Low,Medium,High Risk,Region 13,No
20202,R&D,region_7,Masters & above,m,other,1,32,3,1,1,0,85,High,Medium,Low,High Risk,Region 7,No
1960,Sales & Marketing,region_7,Masters & above,f,sourcing,1,33,5,8,1,0,51,Medium,Medium,High,Medium Risk,Region 7,No
24679,Sales & Marketing,region_27,Bachelors,f,other,1,31,5,5,1,0,54,Medium,Medium,High,Medium Risk,Region 27,No
63130,Technology,region_16,Bachelors,m,other,1,32,3,2,0,0,77,High,Medium,Low,High Risk,Region 16,No
18297,Operations,region_31,Bachelors,m,other,1,40,3,12,0,0,59,Medium,Medium,Medium,Medium Risk,Region 31,No
65911,Technology,region_26,Bachelors,f,other,1,33,3,7,0,0,80,High,Medium,Medium,Medium Risk,Region 26,No
65564,Operations,region_15,Bachelors,m,referred,2,35,3,7,1,0,60,Medium,Medium,High,Medium Risk,Region 15,No
51706,Technology,region_2,Bachelors,m,sourcing,1,58,4,17,1,0,77,High,Medium,High,Medium Risk,Region 2,No
46851,Operations,region_14,Bachelors,m,sourcing,1,40,3,4,0,0,59,Medium,Medium,Medium,Medium Risk,Region 14,No
15121,Analytics,region_30,Bachelors,m,other,1,27,3,1,0,0,80,High,Medium,Low,High Risk,Region 30,No
2199,Technology,region_2,Bachelors,f,sourcing,2,38,3,10,0,0,81,High,Medium,Medium,Medium Risk,Region 2,No
73,Operations,region_32,Bachelors,m,sourcing,1,26,3,3,0,0,57,Medium,Medium,Medium,Medium Risk,Region 32,No
53334,Sales & Marketing,region_15,Bachelors,m,other,2,30,1,2,0,0,45,Low,Low,Low,High Risk,Region 15,No
4366,Operations,region_7,Bachelors,m,sourcing,1,44,3,16,1,0,62,Medium,Medium,High,Medium Risk,Region 7,No
64077,Sales & Marketing,region_1,Bachelors,m,other,2,31,1,8,0,0,47,Low,Low,Medium,High Risk,Region 1,No
39525,R&D,region_7,Bachelors,m,other,1,33,3,6,0,0,80,High,Medium,Medium,Medium Risk,Region 7,No
32648,Sales & Marketing,region_7,Bachelors,m,sourcing,1,36,1,8,0,0,51,Medium,Low,Medium,High Risk,Region 7,No
25236,Sales & Marketing,region_7,Bachelors,m,sourcing,1,32,4,5,1,0,52,Medium,Medium,High,Medium Risk,Region 7,No
54626,Analytics,region_3,Bachelors,m,other,2,29,3,1,0,0,83,High,Medium,Low,High Risk,Region 3,No
72274,Operations,region_31,Bachelors,f,other,1,40,4,7,0,0,56,Medium,Medium,Medium,Medium Risk,Region 31,No
83,Sales & Marketing,region_25,Bachelors,f,other,1,32,5,8,0,0,53,Medium,Medium,Medium,Medium Risk,Region 25,No
24245,Operations,region_31,Masters & above,m,sourcing,1,39,4,5,0,0,63,Medium,Medium,Medium,Medium Risk,Region 31,No
15100,Technology,region_16,Bachelors,f,sourcing,1,28,3,1,0,0,84,High,Medium,Low,High Risk,Region 16,No
43071,Operations,region_2,Masters & above,f,sourcing,1,56,4,15,0,0,63,Medium,Medium,Medium,Medium Risk,Region 2,No
67001,Technology,region_2,Below Secondary,f,other,1,24,3,2,1,0,84,High,Medium,Low,High Risk,Region 2,No
60893,Technology,region_4,Masters & above,f,other,1,32,5,5,1,0,80,High,Medium,High,Medium Risk,Region 4,No
47324,Analytics,region_34,Bachelors,m,other,1,30,5,3,1,0,90,High,Medium,Medium,Medium Risk,Region 34,No
38045,Technology,region_7,Masters & above,m,sourcing,2,40,5,10,1,0,79,High,High,High,Low Risk,Region 7,No
75673,Procurement,region_17,Bachelors,f,other,1,30,4,4,1,0,70,Medium,Medium,Medium,Medium Risk,Region 17,No
4843,Technology,region_5,Masters & above,m,other,1,47,1,7,0,0,76,High,Low,Medium,High Risk,Region 5,No
66325,Operations,region_13,Bachelors,m,sourcing,1,34,4,5,1,0,60,Medium,Medium,High,Medium Risk,Region 13,No
719,Analytics,region_7,Masters & above,m,sourcing,2,34,3,8,0,0,83,High,Medium,Medium,Medium Risk,Region 7,No
34003,Procurement,region_20,Masters & above,m,other,1,34,4,10,1,0,68,Medium,Medium,High,Medium Risk,Region 20,No
199,Procurement,region_13,Bachelors,f,other,1,39,3,7,0,0,73,Medium,Medium,Medium,Medium Risk,Region 13,No
76102,Technology,region_7,Masters & above,m,sourcing,3,34,3,7,0,0,83,High,Medium,Medium,Medium Risk,Region 7,No
64854,Sales & Marketing,region_34,Bachelors,f,sourcing,1,31,1,7,0,0,50,Medium,Low,Medium,High Risk,Region 34,No
5431,Sales & Marketing,region_2,Bachelors,m,sourcing,1,23,3,1,0,0,52,Medium,Medium,Low,High Risk,Region 2,No
10792,Sales & Marketing,region_6,Bachelors,f,other,1,28,5,6,1,0,54,Medium,Medium,High,Medium Risk,Region 6,No
17217,Analytics,region_22,Bachelors,f,other,1,33,5,3,1,0,82,High,Medium,Medium,Medium Risk,Region 22,No
25278,Sales & Marketing,region_2,Masters & above,m,other,3,52,3,17,0,0,43,Low,Medium,Medium,Medium Risk,Region 2,No
13561,Procurement,region_23,Bachelors,m,other,2,30,3,3,0,0,67,Medium,Medium,Medium,Medium Risk,Region 23,No
71890,Procurement,region_26,Bachelors,m,other,3,33,4,5,1,0,68,Medium,High,High,Low Risk,Region 26,No
65997,Sales & Marketing,region_20,Bachelors,m,other,3,26,2,2,0,0,47,Low,Low,Low,High Risk,Region 20,No
58563,Operations,region_30,Bachelors,f,other,1,41,3,6,0,0,63,Medium,Medium,Medium,Medium Risk,Region 30,No
55002,Analytics,region_2,Bachelors,m,other,1,59,4,7,0,0,84,High,Medium,Medium,Medium Risk,Region 2,No
31361,Procurement,region_31,Masters & above,m,sourcing,1,37,3,7,0,0,73,Medium,Medium,Medium,Medium Risk,Region 31,No
37056,R&D,region_4,Masters & above,m,other,1,34,3,7,0,0,86,High,Medium,Medium,Medium Risk,Region 4,No
35453,Procurement,region_11,Bachelors,m,other,1,27,3,2,0,0,69,Medium,Medium,Low,High Risk,Region 11,No
31619,Technology,region_2,Masters & above,f,sourcing,1,52,1,18,0,0,83,High,Low,Medium,High Risk,Region 2,No
50963,Sales & Marketing,region_15,Bachelors,m,sourcing,2,45,3,3,0,0,52,Medium,Medium,Medium,Medium Risk,Region 15,No
43170,Sales & Marketing,region_4,Masters & above,f,sourcing,1,43,5,10,0,0,61,Medium,Medium,Medium,Medium Risk,Region 4,No
11097,Procurement,region_2,Bachelors,f,other,1,32,2,4,0,0,69,Medium,Low,Medium,High Risk,Region 2,No
47642,Procurement,region_22,Bachelors,f,sourcing,1,26,3,2,0,0,66,Medium,Medium,Low,High Risk,Region 22,No
25335,Procurement,region_2,Masters & above,f,other,1,60,2,9,0,0,71,Medium,Low,Medium,High Risk,Region 2,No
16929,Operations,region_2,Bachelors,m,other,1,25,3,1,1,0,57,Medium,Medium,Low,High Risk,Region 2,No
66281,Sales & Marketing,region_2,Bachelors,f,other,1,38,5,4,1,0,50,Medium,Medium,Medium,Medium Risk,Region 2,No
21421,Procurement,region_20,Bachelors,m,other,2,40,3,10,0,0,73,Medium,Medium,Medium,Medium Risk,Region 20,No
69155,Technology,region_2,Bachelors,f,other,1,50,1,9,0,0,77,High,Low,Medium,High Risk,Region 2,No
30455,Sales & Marketing,region_13,Bachelors,m,referred,1,31,5,4,1,0,51,Medium,Medium,Medium,Medium Risk,Region 13,No
27987,Sales & Marketing,region_7,Bachelors,m,other,1,38,4,5,0,0,50,Medium,Medium,Medium,Medium Risk,Region 7,No
26244,Technology,region_23,Bachelors,m,other,1,35,5,4,1,0,77,High,Medium,Medium,Medium Risk,Region 23,No
73686,Sales & Marketing,region_4,Masters & above,m,other,1,54,5,18,1,0,48,Low,Medium,High,Medium Risk,Region 4,No
1667,Procurement,region_6,Bachelors,m,other,2,28,3,4,0,0,64,Medium,Medium,Medium,Medium Risk,Region 6,No
22404,Operations,region_31,Masters & above,m,other,1,32,3,5,0,0,60,Medium,Medium,Medium,Medium Risk,Region 31,No
61460,HR,region_26,Bachelors,f,sourcing,1,26,5,2,0,0,48,Low,Medium,Low,High Risk,Region 26,No
13458,Procurement,region_10,Masters & above,f,sourcing,1,36,3,3,0,0,70,Medium,Medium,Medium,Medium Risk,Region 10,No
38215,Analytics,region_34,Bachelors,m,other,1,28,3,1,1,0,81,High,Medium,Low,High Risk,Region 34,No
50031,Operations,region_15,Masters & above,m,sourcing,1,43,5,3,0,0,55,Medium,Medium,Medium,Medium Risk,Region 15,No
50920,Sales & Marketing,region_7,Bachelors,m,other,1,35,5,6,1,0,53,Medium,Medium,High,Medium Risk,Region 7,No
1444,Analytics,region_7,Masters & above,m,other,1,30,5,7,0,0,87,High,Medium,Medium,Medium Risk,Region 7,No
44314,Sales & Marketing,region_11,Bachelors,m,other,1,27,3,1,0,0,48,Low,Medium,Low,High Risk,Region 11,No
16642,Sales & Marketing,region_23,Bachelors,m,other,2,37,1,8,0,0,54,Medium,Low,Medium,High Risk,Region 23,No
65575,Sales & Marketing,region_2,Bachelors,m,other,1,43,4,14,0,0,52,Medium,Medium,Medium,Medium Risk,Region 2,No
49357,Analytics,region_13,Bachelors,f,sourcing,1,28,4,6,0,0,88,High,Medium,Medium,Medium Risk,Region 13,No
8055,Sales & Marketing,region_15,Masters & above,m,sourcing,1,31,5,3,1,0,48,Low,Medium,Medium,Medium Risk,Region 15,No
250,Sales & Marketing,region_16,Masters & above,f,sourcing,1,34,3,2,1,0,49,Low,Medium,Low,High Risk,Region 16,No
52455,Sales & Marketing,region_23,Masters & above,m,sourcing,1,40,3,11,0,0,49,Low,Medium,Medium,Medium Risk,Region 23,No
34476,Sales & Marketing,region_14,Bachelors,f,other,1,29,3,1,1,0,47,Low,Medium,Low,High Risk,Region 14,No
57245,Operations,region_4,Masters & above,m,sourcing,1,48,5,6,1,0,63,Medium,Medium,High,Medium Risk,Region 4,No
38438,Sales & Marketing,region_29,Bachelors,f,other,1,28,3,4,0,0,47,Low,Medium,Medium,Medium Risk,Region 29,No
40483,Sales & Marketing,region_20,Bachelors,m,other,1,32,3,6,0,0,48,Low,Medium,Medium,Medium Risk,Region 20,No
21933,Analytics,region_2,Bachelors,m,sourcing,2,39,2,5,0,0,84,High,Low,Medium,High Risk,Region 2,No
37220,Operations,region_15,Masters & above,m,other,1,38,4,5,1,0,61,Medium,Medium,High,Medium Risk,Region 15,No
67182,Operations,region_19,Bachelors,f,other,1,36,5,4,0,0,55,Medium,Medium,Medium,Medium Risk,Region 19,No
1550,R&D,region_27,Bachelors,m,other,1,33,4,4,0,0,85,High,Medium,Medium,Medium Risk,Region 27,No
75294,HR,region_2,Bachelors,f,referred,1,30,4,4,0,0,51,Medium,Medium,Medium,Medium Risk,Region 2,No
52384,Sales & Marketing,region_2,Masters & above,f,sourcing,1,54,3,3,1,0,57,Medium,Medium,Medium,Medium Risk,Region 2,No
43591,Sales & Marketing,region_31,Bachelors,m,other,3,31,1,3,1,0,43,Low,Low,Medium,High Risk,Region 31,No
38830,Finance,region_7,Bachelors,m,other,2,27,3,3,0,0,59,Medium,Medium,Medium,Medium Risk,Region 7,No
60200,Procurement,region_26,Bachelors,f,other,1,29,1,4,0,0,71,Medium,Low,Medium,High Risk,Region 26,No
13483,Sales & Marketing,region_27,Bachelors,m,other,1,25,4,1,1,0,53,Medium,Medium,Low,High Risk,Region 27,No
62918,Technology,region_22,Masters & above,m,sourcing,1,35,5,10,1,0,77,High,Medium,High,Medium Risk,Region 22,No
15149,Operations,region_15,Bachelors,m,other,1,46,5,18,1,0,59,Medium,Medium,High,Medium Risk,Region 15,No
4958,Sales & Marketing,region_11,Bachelors,m,sourcing,1,24,3,2,0,1,49,Low,Medium,Medium,Medium Risk,Region 11,No
53296,Operations,region_6,Bachelors,f,sourcing,1,49,5,4,1,0,62,Medium,Medium,Medium,Medium Risk,Region 6,No
27541,Procurement,region_7,Bachelors,m,other,1,38,3,5,1,0,65,Medium,Medium,High,Medium Risk,Region 7,No
12682,Sales & Marketing,region_18,Bachelors,m,sourcing,1,25,5,2,0,0,49,Low,Medium,Low,High Risk,Region 18,No
28977,Sales & Marketing,region_7,Bachelors,f,sourcing,1,31,4,5,0,0,50,Medium,Medium,Medium,Medium Risk,Region 7,No
42675,Sales & Marketing,region_28,Bachelors,m,other,1,28,3,3,0,0,51,Medium,Medium,Medium,Medium Risk,Region 28,No
1932,Sales & Marketing,region_8,Masters & above,m,other,1,41,2,13,0,0,47,Low,Low,Medium,High Risk,Region 8,No
12624,Sales & Marketing,region_16,Bachelors,m,other,1,33,3,7,0,0,68,Medium,Medium,Medium,Medium Risk,Region 16,No
60174,Sales & Marketing,region_6,Bachelors,f,sourcing,1,35,4,2,0,0,53,Medium,Medium,Low,High Risk,Region 6,No
39196,Sales & Marketing,region_2,Bachelors,m,other,1,56,4,13,1,0,45,Low,Medium,High,Medium Risk,Region 2,No
36879,Sales & Marketing,region_28,Bachelors,f,other,1,28,5,2,1,0,51,Medium,Medium,Low,High Risk,Region 28,No
23517,HR,region_22,Bachelors,f,sourcing,1,26,2,3,0,0,50,Medium,Low,Medium,High Risk,Region 22,No
27427,Analytics,region_2,Masters & above,m,sourcing,1,45,5,17,1,0,82,High,Medium,High,Medium Risk,Region 2,No
69113,HR,region_28,Masters & above,m,other,1,35,4,9,0,0,49,Low,Medium,Medium,Medium Risk,Region 28,No
7831,Legal,region_26,Bachelors,m,other,1,31,3,5,0,0,61,Medium,Medium,Medium,Medium Risk,Region 26,No
63167,HR,region_7,Masters & above,m,other,1,44,3,5,0,0,92,High,Medium,Medium,Medium Risk,Region 7,No
73629,Operations,region_22,Bachelors,f,referred,1,29,3,4,0,0,72,Medium,Medium,Medium,Medium Risk,Region 22,No
40301,Operations,region_22,Masters & above,m,sourcing,1,53,3,23,0,0,62,Medium,Medium,Medium,Medium Risk,Region 22,No
15957,Sales & Marketing,region_15,Bachelors,m,other,1,28,1,3,0,0,51,Medium,Low,Medium,High Risk,Region 15,No
53578,Operations,region_2,Bachelors,f,other,1,59,3,18,0,0,62,Medium,Medium,Medium,Medium Risk,Region 2,No
375,Analytics,region_13,Masters & above,m,sourcing,1,40,5,5,1,0,84,High,Medium,High,Medium Risk,Region 13,No
45263,Finance,region_7,Bachelors,m,other,3,26,3,2,0,0,57,Medium,Medium,Low,High Risk,Region 7,No
42859,Operations,region_16,Bachelors,m,sourcing,1,30,2,6,0,0,58,Medium,Low,Medium,High Risk,Region 16,No
20751,Operations,region_15,Bachelors,m,sourcing,1,39,5,8,1,0,55,Medium,Medium,High,Medium Risk,Region 15,No
69243,Sales & Marketing,region_3,Bachelors,m,sourcing,1,38,1,6,1,0,46,Low,Low,High,High Risk,Region 3,No
7926,Operations,region_31,Bachelors,m,other,2,32,4,2,0,0,57,Medium,High,Low,High Risk,Region 31,No
29931,Operations,region_15,Bachelors,m,sourcing,1,40,1,6,0,0,54,Medium,Low,Medium,High Risk,Region 15,No
71477,Technology,region_14,Bachelors,m,other,1,32,3,7,0,0,78,High,Medium,Medium,Medium Risk,Region 14,No
35954,Operations,region_2,Bachelors,m,other,1,28,3,1,1,0,60,Medium,Medium,Low,High Risk,Region 2,No
64796,Analytics,region_2,Bachelors,m,other,2,40,3,11,0,0,86,High,Medium,Medium,Medium Risk,Region 2,No
37146,Operations,region_20,Bachelors,m,other,1,26,3,2,0,0,58,Medium,Medium,Low,High Risk,Region 20,No
19489,Sales & Marketing,region_26,Bachelors,m,other,2,34,1,8,0,0,50,Medium,Low,Medium,High Risk,Region 26,No
1016,Sales & Marketing,region_2,Bachelors,f,other,1,44,2,16,0,0,53,Medium,Low,Medium,High Risk,Region 2,No
58839,HR,region_22,Masters & above,m,other,1,31,2,4,0,0,49,Low,Low,Medium,High Risk,Region 22,No
25244,R&D,region_2,Masters & above,m,other,1,42,3,6,0,0,84,High,Medium,Medium,Medium Risk,Region 2,No
