work_year,job_title,job_category,salary_currency,salary,salary_in_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size,Salary_USD_K,BenchmarkScope
2022,Data Scientist,Data Science and Research,USD,106800,106800,United States,Senior,Full-time,Remote,United States,M,106.8,
2022,Data Scientist,Data Science and Research,USD,185000,185000,United States,Senior,Full-time,Remote,United States,M,185,
2022,Data Scientist,Data Science and Research,USD,50000,50000,United States,Senior,Full-time,Remote,United States,M,50,
2022,Data Engineer,Data Engineering,USD,185900,185900,United States,Senior,Full-time,In-person,United States,M,185.9,
2022,Data Engineer,Data Engineering,USD,129300,129300,United States,Senior,Full-time,In-person,United States,M,129.3,
2022,Data Scientist,Data Science and Research,USD,155000,155000,United States,Senior,Full-time,Remote,United States,M,155,
2022,Data Scientist,Data Science and Research,USD,38000,38000,United States,Senior,Full-time,Remote,United States,M,38,
2022,Data Scientist,Data Science and Research,USD,168000,168000,United States,Senior,Full-time,Remote,United States,M,168,
2022,Data Scientist,Data Science and Research,USD,130000,130000,United States,Senior,Full-time,Remote,United States,M,130,
2022,Data Scientist,Data Science and Research,USD,123400,123400,United States,Senior,Full-time,In-person,United States,M,123.4,
2022,Data Scientist,Data Science and Research,USD,88100,88100,United States,Senior,Full-time,In-person,United States,M,88.1,
2022,Data Scientist,Data Science and Research,USD,120000,120000,United States,Senior,Full-time,Remote,United States,S,120,
2022,Data Scientist,Data Science and Research,USD,55000,55000,United States,Senior,Full-time,Remote,United States,S,55,
2022,Data Scientist,Data Science and Research,USD,185900,185900,United States,Senior,Full-time,In-person,United States,M,185.9,
2022,Data Scientist,Data Science and Research,USD,129300,129300,United States,Senior,Full-time,In-person,United States,M,129.3,
2022,Data Engineer,Data Engineering,USD,191200,191200,United States,Senior,Full-time,In-person,United States,M,191.2,
2022,Data Engineer,Data Engineering,USD,130000,130000,United States,Senior,Full-time,In-person,United States,M,130,
2022,Data Analyst,Data Analysis,USD,169000,169000,United States,Senior,Full-time,In-person,United States,M,169,
2022,Data Analyst,Data Analysis,USD,110600,110600,United States,Senior,Full-time,In-person,United States,M,110.6,
2022,Analytics Engineer,Leadership and Management,USD,150000,150000,United States,Senior,Full-time,In-person,United States,M,150,
2022,Analytics Engineer,Leadership and Management,USD,120000,120000,United States,Senior,Full-time,In-person,United States,M,120,
2022,Data Science Consultant,Data Science and Research,USD,139000,139000,United States,Senior,Full-time,In-person,United States,M,139,
2022,Data Science Consultant,Data Science and Research,USD,122000,122000,United States,Senior,Full-time,In-person,United States,M,122,
2022,Data Scientist,Data Science and Research,USD,185900,185900,United States,Senior,Full-time,In-person,United States,M,185.9,
2022,Data Scientist,Data Science and Research,USD,129300,129300,United States,Senior,Full-time,In-person,United States,M,129.3,
2022,Data Analyst,Data Analysis,USD,139600,139600,United States,Senior,Full-time,In-person,United States,M,139.6,
2022,Data Analyst,Data Analysis,USD,85700,85700,United States,Senior,Full-time,In-person,United States,M,85.7,
2022,Data Engineer,Data Engineering,USD,185000,185000,United States,Senior,Full-time,Remote,United States,M,185,
2022,Data Engineer,Data Engineering,USD,50000,50000,United States,Senior,Full-time,Remote,United States,M,50,
2022,Data Engineer,Data Engineering,USD,185900,185900,United States,Senior,Full-time,In-person,United States,M,185.9,
2022,Data Engineer,Data Engineering,USD,129300,129300,United States,Senior,Full-time,In-person,United States,M,129.3,
2022,Data Scientist,Data Science and Research,USD,225000,225000,United States,Senior,Full-time,In-person,United States,M,225,
2022,Data Scientist,Data Science and Research,USD,156400,156400,United States,Senior,Full-time,In-person,United States,M,156.4,
2022,Data Scientist,Data Science and Research,USD,200000,200000,United States,Senior,Full-time,Remote,United States,M,200,
2022,Data Scientist,Data Science and Research,USD,175000,175000,United States,Senior,Full-time,Remote,United States,M,175,
2022,Data Engineer,Data Engineering,USD,185900,185900,United States,Senior,Full-time,In-person,United States,M,185.9,
2022,Data Engineer,Data Engineering,USD,129300,129300,United States,Senior,Full-time,In-person,United States,M,129.3,
2022,ML Engineer,Machine Learning and AI,USD,148500,148500,United States,Mid-level,Full-time,Remote,United States,L,148.5,
2022,ML Engineer,Machine Learning and AI,USD,98200,98200,United States,Mid-level,Full-time,Remote,United States,L,98.2,
2022,Data Analyst,Data Analysis,USD,115000,115000,United States,Senior,Full-time,Remote,United States,M,115,
2022,Data Analyst,Data Analysis,USD,95000,95000,United States,Senior,Full-time,Remote,United States,M,95,
2022,Data Architect,Data Architecture and Modeling,USD,225000,225000,United States,Senior,Full-time,Remote,United States,M,225,
2022,Data Architect,Data Architecture and Modeling,USD,66000,66000,United States,Senior,Full-time,Remote,United States,M,66,
2022,Data Scientist,Data Science and Research,USD,185000,185000,United States,Senior,Full-time,Remote,United States,M,185,
2022,Data Scientist,Data Science and Research,USD,50000,50000,United States,Senior,Full-time,Remote,United States,M,50,
2022,Data Scientist,Data Science and Research,EUR,45000,47280,Spain,Senior,Full-time,In-person,Spain,M,47.3,
2022,Data Scientist,Data Science and Research,EUR,36000,37824,Spain,Senior,Full-time,In-person,Spain,M,37.8,
2022,Data Manager,Leadership and Management,USD,134000,134000,United States,Mid-level,Full-time,In-person,United States,M,134,
2022,Data Manager,Leadership and Management,USD,98000,98000,United States,Mid-level,Full-time,In-person,United States,M,98,
2022,Data Analyst,Data Analysis,USD,105000,105000,United States,Mid-level,Full-time,In-person,United States,M,105,
2022,Data Analyst,Data Analysis,USD,62000,62000,United States,Mid-level,Full-time,In-person,United States,M,62,
2022,BI Data Analyst,Data Analysis,USD,57000,57000,United States,Entry-level,Full-time,Remote,United States,L,57,
2022,Big Data Engineer,Data Engineering,CAD,210000,161311,Canada,Senior,Full-time,Hybrid,Canada,M,161.3,
2022,Data Scientist,Data Science and Research,USD,144200,144200,United States,Mid-level,Full-time,Remote,United States,M,144.2,
2022,Data Scientist,Data Science and Research,USD,115360,115360,United States,Mid-level,Full-time,Remote,United States,M,115.4,
2022,Data Scientist,Data Science and Research,AUD,120000,83171,Australia,Mid-level,Full-time,In-person,Australia,L,83.2,
2022,Data Engineer,Data Engineering,EUR,70000,73546,Portugal,Senior,Full-time,In-person,Portugal,M,73.5,
2022,Data Engineer,Data Engineering,EUR,40000,42026,Portugal,Senior,Full-time,In-person,Portugal,M,42,
2022,Data Engineer,Data Engineering,USD,170000,170000,United States,Senior,Full-time,Remote,United States,M,170,
2022,Data Engineer,Data Engineering,USD,150000,150000,United States,Senior,Full-time,Remote,United States,M,150,
2022,Data Architect,Data Architecture and Modeling,USD,180000,180000,United States,Senior,Full-time,Remote,United States,M,180,
2022,Data Architect,Data Architecture and Modeling,USD,160000,160000,United States,Senior,Full-time,Remote,United States,M,160,
2022,Data Scientist,Data Science and Research,USD,108000,108000,United States,Mid-level,Full-time,Hybrid,United States,L,108,
2022,Machine Learning Manager,Machine Learning and AI,USD,200000,200000,United States,Senior,Full-time,Remote,United States,M,200,
2022,Machine Learning Manager,Machine Learning and AI,USD,150000,150000,United States,Senior,Full-time,Remote,United States,M,150,
2022,Data Manager,Leadership and Management,CAD,164000,125976,Canada,Executive,Full-time,Hybrid,Canada,L,126,
2022,Data Engineer,Data Engineering,USD,188700,188700,United States,Senior,Full-time,Remote,United States,M,188.7,
2022,Data Engineer,Data Engineering,USD,160395,160395,United States,Senior,Full-time,Remote,United States,M,160.4,
2022,Data Analyst,Data Analysis,USD,115934,115934,United States,Senior,Full-time,Remote,United States,M,115.9,
2022,Data Analyst,Data Analysis,USD,81666,81666,United States,Senior,Full-time,Remote,United States,M,81.7,
2022,Data Engineer,Data Engineering,USD,300000,300000,United States,Senior,Full-time,In-person,United States,M,300,
2022,Data Engineer,Data Engineering,USD,225000,225000,United States,Senior,Full-time,In-person,United States,M,225,
2022,Data Scientist,Data Science and Research,USD,198440,198440,United States,Senior,Full-time,Remote,United States,M,198.4,
2022,Data Scientist,Data Science and Research,USD,144000,144000,United States,Senior,Full-time,Remote,United States,M,144,
2022,Applied Scientist,Data Science and Research,USD,191475,191475,United States,Senior,Full-time,Remote,United States,M,191.5,
2022,Applied Scientist,Data Science and Research,USD,141525,141525,United States,Senior,Full-time,Remote,United States,M,141.5,
2022,Data Analyst,Data Analysis,EUR,48000,50432,Spain,Senior,Full-time,In-person,Spain,M,50.4,
2022,Data Analyst,Data Analysis,EUR,35000,36773,Spain,Senior,Full-time,In-person,Spain,M,36.8,
2022,Data Scientist,Data Science and Research,EUR,72000,75648,Germany,Mid-level,Full-time,Remote,Germany,S,75.6,
2022,Lead Data Scientist,Data Science and Research,USD,156868,156868,United States,Senior,Full-time,Remote,United States,L,156.9,
2022,BI Analyst,BI and Visualization,USD,200000,200000,Nigeria,Senior,Full-time,Remote,Nigeria,S,200,
2022,Data Scientist,Data Science and Research,USD,198440,198440,United States,Senior,Full-time,In-person,United States,L,198.4,
2022,Data Scientist,Data Science and Research,USD,144000,144000,United States,Senior,Full-time,In-person,United States,L,144,
2022,Lead Machine Learning Engineer,Machine Learning and AI,EUR,66000,69344,Portugal,Senior,Full-time,Remote,Portugal,L,69.3,
2022,Data Analyst,Data Analysis,USD,90000,90000,United States,Senior,Contract,Remote,United States,M,90,
2022,Research Scientist,Data Science and Research,EUR,120000,126080,Germany,Mid-level,Full-time,In-person,Germany,S,126.1,
2022,Research Scientist,Data Science and Research,EUR,80000,84053,Germany,Mid-level,Full-time,In-person,Germany,S,84.1,
2022,Data Engineer,Data Engineering,USD,200000,200000,United States,Senior,Full-time,Remote,United States,M,200,
2022,Data Engineer,Data Engineering,USD,180000,180000,United States,Senior,Full-time,Remote,United States,M,180,
2022,Analytics Engineer,Leadership and Management,USD,108000,108000,United States,Mid-level,Full-time,Remote,United States,M,108,
2022,Analytics Engineer,Leadership and Management,USD,85000,85000,United States,Mid-level,Full-time,Remote,United States,M,85,
2022,Machine Learning Engineer,Machine Learning and AI,USD,210000,210000,United States,Senior,Full-time,Remote,United States,M,210,
2022,Machine Learning Engineer,Machine Learning and AI,USD,180000,180000,United States,Senior,Full-time,Remote,United States,M,180,
2022,Data Engineer,Data Engineering,USD,165000,165000,United States,Senior,Full-time,Remote,United States,M,165,
2022,Data Engineer,Data Engineering,USD,132000,132000,United States,Senior,Full-time,Remote,United States,M,132,
2022,Analytics Engineer,Leadership and Management,USD,130000,130000,United States,Senior,Full-time,Remote,United States,M,130,
2022,Analytics Engineer,Leadership and Management,USD,110000,110000,United States,Senior,Full-time,Remote,United States,M,110,
2022,BI Data Analyst,Data Analysis,AUD,65000,45050,Australia,Mid-level,Full-time,Hybrid,Australia,L,45.1,
2021,Data Analyst,Data Analysis,AUD,56000,42028,Australia,Entry-level,Full-time,Hybrid,Australia,L,42,
2022,Data Analytics Engineer,Leadership and Management,USD,135000,135000,United States,Mid-level,Full-time,Remote,United States,L,135,
2022,Data Engineer,Data Engineering,USD,178800,178800,United States,Senior,Full-time,Remote,United States,L,178.8,
2022,Data Engineer,Data Engineering,USD,132100,132100,United States,Senior,Full-time,Remote,United States,L,132.1,
2022,Data Analyst,Data Analysis,USD,20000,20000,Costa Rica,Entry-level,Full-time,Hybrid,United States,M,20,
2022,Machine Learning Engineer,Machine Learning and AI,USD,140000,140000,Canada,Senior,Full-time,In-person,Canada,M,140,
2022,Machine Learning Engineer,Machine Learning and AI,USD,110000,110000,Canada,Senior,Full-time,In-person,Canada,M,110,
2022,Data Engineer,Data Engineering,USD,160000,160000,United States,Senior,Full-time,Remote,United States,M,160,
2022,Data Engineer,Data Engineering,USD,85000,85000,United States,Senior,Full-time,Remote,United States,M,85,
2022,ETL Developer,Data Engineering,USD,250000,250000,United States,Senior,Full-time,Remote,United States,M,250,
2022,ETL Developer,Data Engineering,USD,63000,63000,United States,Senior,Full-time,Remote,United States,M,63,
2022,Data Engineer,Data Engineering,USD,187200,187200,United States,Executive,Full-time,Remote,United States,M,187.2,
2022,Data Engineer,Data Engineering,USD,116100,116100,United States,Executive,Full-time,Remote,United States,M,116.1,
2022,Data Engineer,Data Engineering,USD,200000,200000,United States,Senior,Full-time,Remote,United States,M,200,
2022,Data Engineer,Data Engineering,USD,145000,145000,United States,Senior,Full-time,Remote,United States,M,145,
2022,Data Engineer,Data Engineering,USD,229998,229998,United States,Senior,Full-time,In-person,United States,L,230,
2022,Data Engineer,Data Engineering,USD,154545,154545,United States,Senior,Full-time,In-person,United States,L,154.5,
2022,Data Scientist,Data Science and Research,USD,215000,215000,United States,Senior,Full-time,In-person,United States,L,215,
2022,Data Scientist,Data Science and Research,USD,159000,159000,United States,Senior,Full-time,In-person,United States,L,159,
2022,Data Engineer,Data Engineering,USD,229998,229998,United States,Senior,Full-time,In-person,United States,L,230,
2022,Data Engineer,Data Engineering,USD,154545,154545,United States,Senior,Full-time,In-person,United States,L,154.5,
2022,AI Scientist,Machine Learning and AI,USD,50000,50000,United States,Entry-level,Full-time,Remote,United States,M,50,
2022,Data Scientist Lead,Data Science and Research,USD,183000,183000,United States,Senior,Full-time,Remote,United States,L,183,
2022,Data Analyst,Data Analysis,USD,99750,99750,United States,Senior,Full-time,Remote,United States,M,99.8,
2022,Data Analyst,Data Analysis,USD,68400,68400,United States,Senior,Full-time,Remote,United States,M,68.4,
2022,Data Scientist,Data Science and Research,USD,236900,236900,United States,Senior,Full-time,Remote,United States,L,236.9,
2022,Data Scientist,Data Science and Research,USD,159200,159200,United States,Senior,Full-time,Remote,United States,L,159.2,
2022,Data Science Manager,Data Science and Research,USD,243225,243225,United States,Senior,Full-time,Remote,United States,M,243.2,
2022,Data Science Manager,Data Science and Research,USD,179775,179775,United States,Senior,Full-time,Remote,United States,M,179.8,
2022,Data Engineer,Data Engineering,USD,175000,175000,United States,Senior,Full-time,Remote,United States,M,175,
2022,Data Engineer,Data Engineering,USD,150000,150000,United States,Senior,Full-time,Remote,United States,M,150,
2022,Machine Learning Engineer,Machine Learning and AI,USD,210000,210000,United States,Senior,Full-time,Remote,United States,M,210,
2022,Machine Learning Engineer,Machine Learning and AI,USD,180000,180000,United States,Senior,Full-time,Remote,United States,M,180,
2022,Data Scientist,Data Science and Research,USD,148000,148000,United States,Senior,Full-time,Remote,United States,M,148,
2022,Data Scientist,Data Science and Research,USD,128000,128000,United States,Senior,Full-time,Remote,United States,M,128,
2022,Data Architect,Data Architecture and Modeling,USD,190000,190000,United States,Senior,Full-time,Remote,United States,M,190,
2022,Data Architect,Data Architecture and Modeling,USD,135000,135000,United States,Senior,Full-time,Remote,United States,M,135,
2022,Analytics Engineer,Leadership and Management,USD,130000,130000,United States,Senior,Full-time,Remote,United States,M,130,
2022,Analytics Engineer,Leadership and Management,USD,110000,110000,United States,Senior,Full-time,Remote,United States,M,110,
2022,Data Scientist,Data Science and Research,USD,191475,191475,United States,Senior,Full-time,Remote,United States,M,191.5,
2022,Data Scientist,Data Science and Research,USD,141525,141525,United States,Senior,Full-time,Remote,United States,M,141.5,
2022,Data Engineer,Data Engineering,USD,160000,160000,United States,Senior,Full-time,Remote,United States,M,160,
2022,Data Engineer,Data Engineering,USD,85000,85000,United States,Senior,Full-time,Remote,United States,M,85,
2022,Data Scientist,Data Science and Research,USD,218000,218000,United States,Senior,Full-time,In-person,United States,M,218,
2022,Data Scientist,Data Science and Research,USD,145300,145300,United States,Senior,Full-time,In-person,United States,M,145.3,
2022,ML Engineer,Machine Learning and AI,USD,195400,195400,United States,Senior,Full-time,Remote,United States,L,195.4,
2022,ML Engineer,Machine Learning and AI,USD,131300,131300,United States,Senior,Full-time,Remote,United States,L,131.3,
2022,Data Specialist,Data Management and Strategy,USD,105000,105000,Chile,Entry-level,Full-time,Remote,United States,L,105,
2022,Data Scientist,Data Science and Research,USD,191475,191475,United States,Senior,Full-time,Remote,United States,M,191.5,
2022,Data Scientist,Data Science and Research,USD,141525,141525,United States,Senior,Full-time,Remote,United States,M,141.5,
2022,Data Scientist,Data Science and Research,USD,207000,207000,United States,Senior,Full-time,Remote,United States,M,207,
2022,Data Scientist,Data Science and Research,USD,153000,153000,United States,Senior,Full-time,Remote,United States,M,153,
2022,Data Scientist,Data Science and Research,USD,191475,191475,United States,Senior,Full-time,Remote,United States,M,191.5,
2022,Data Scientist,Data Science and Research,USD,141525,141525,United States,Senior,Full-time,Remote,United States,M,141.5,
2022,Data Analyst,Data Analysis,USD,110000,110000,United States,Senior,Full-time,In-person,United States,M,110,
2022,Data Analyst,Data Analysis,USD,99000,99000,United States,Senior,Full-time,In-person,United States,M,99,
2022,Data Scientist,Data Science and Research,USD,191475,191475,United States,Senior,Full-time,Remote,United States,M,191.5,
2022,Data Scientist,Data Science and Research,USD,141525,141525,United States,Senior,Full-time,Remote,United States,M,141.5,
2022,Data Scientist,Data Science and Research,USD,191475,191475,United States,Senior,Full-time,Remote,United States,M,191.5,
2022,Data Scientist,Data Science and Research,USD,141525,141525,United States,Senior,Full-time,Remote,United States,M,141.5,
2022,Data Scientist,Data Science and Research,USD,191475,191475,United States,Senior,Full-time,Remote,United States,M,191.5,
2022,Data Scientist,Data Science and Research,USD,141525,141525,United States,Senior,Full-time,Remote,United States,M,141.5,
2022,Machine Learning Engineer,Machine Learning and AI,USD,200000,200000,Puerto Rico,Senior,Full-time,Remote,Puerto Rico,M,200,
2022,Machine Learning Engineer,Machine Learning and AI,USD,135000,135000,Puerto Rico,Senior,Full-time,Remote,Puerto Rico,M,135,
2022,Data Scientist,Data Science and Research,USD,207000,207000,United States,Senior,Full-time,Remote,United States,M,207,
2022,Data Scientist,Data Science and Research,USD,153000,153000,United States,Senior,Full-time,Remote,United States,M,153,
2022,Data Scientist,Data Science and Research,USD,191475,191475,United States,Senior,Full-time,Remote,United States,M,191.5,
2022,Data Scientist,Data Science and Research,USD,141525,141525,United States,Senior,Full-time,Remote,United States,M,141.5,
2022,Data Scientist,Data Science and Research,USD,191475,191475,United States,Senior,Full-time,Remote,United States,M,191.5,
2022,Data Scientist,Data Science and Research,USD,141525,141525,United States,Senior,Full-time,Remote,United States,M,141.5,
2022,Data Scientist,Data Science and Research,USD,191475,191475,United States,Senior,Full-time,Remote,United States,M,191.5,
2022,Data Scientist,Data Science and Research,USD,141525,141525,United States,Senior,Full-time,Remote,United States,M,141.5,
2022,Data Engineer,Data Engineering,USD,195700,195700,United States,Senior,Full-time,In-person,United States,M,195.7,
2022,Data Engineer,Data Engineering,USD,130500,130500,United States,Senior,Full-time,In-person,United States,M,130.5,
2022,ML Engineer,Machine Learning and AI,USD,130000,130000,United States,Senior,Full-time,Remote,United States,M,130,
2022,ML Engineer,Machine Learning and AI,USD,84000,84000,United States,Senior,Full-time,Remote,United States,M,84,
2022,Data Operations Engineer,Data Quality and Operations,USD,100000,100000,United States,Mid-level,Full-time,Remote,United States,M,100,
2022,Data Operations Engineer,Data Quality and Operations,USD,60000,60000,United States,Mid-level,Full-time,Remote,United States,M,60,
2022,Data Engineer,Data Engineering,GBP,65000,80036,United Kingdom,Mid-level,Full-time,Remote,United Kingdom,M,80,
2022,Data Engineer,Data Engineering,GBP,55000,67723,United Kingdom,Mid-level,Full-time,Remote,United Kingdom,M,67.7,
2022,Data Engineer,Data Engineering,USD,141300,141300,United States,Senior,Full-time,In-person,United States,M,141.3,
2022,Data Engineer,Data Engineering,USD,102100,102100,United States,Senior,Full-time,In-person,United States,M,102.1,
2022,Data Analyst,Data Analysis,EUR,48000,50432,Spain,Senior,Full-time,In-person,Spain,M,50.4,
2022,Data Analyst,Data Analysis,EUR,35000,36773,Spain,Senior,Full-time,In-person,Spain,M,36.8,
2022,Business Data Analyst,Data Analysis,USD,150000,150000,United States,Mid-level,Full-time,Remote,United States,L,150,
2022,Data Scientist,Data Science and Research,GBP,83000,102200,United Kingdom,Mid-level,Full-time,Remote,United Kingdom,M,102.2,
2022,Data Analyst,Data Analysis,USD,144000,144000,United States,Senior,Full-time,Remote,United States,M,144,
2022,Data Analyst,Data Analysis,USD,113000,113000,United States,Senior,Full-time,Remote,United States,M,113,
2022,AI Scientist,Machine Learning and AI,EUR,30000,31520,Portugal,Entry-level,Full-time,Remote,Spain,M,31.5,
2022,Data Architect,Data Architecture and Modeling,USD,195400,195400,United States,Senior,Full-time,Remote,United States,L,195.4,
2022,Data Architect,Data Architecture and Modeling,USD,131300,131300,United States,Senior,Full-time,Remote,United States,L,131.3,
2022,Machine Learning Engineer,Machine Learning and AI,USD,195400,195400,United States,Senior,Full-time,Remote,United States,L,195.4,
2022,Machine Learning Engineer,Machine Learning and AI,USD,131300,131300,United States,Senior,Full-time,Remote,United States,L,131.3,
2022,Data Architect,Data Architecture and Modeling,USD,195400,195400,United States,Senior,Full-time,Remote,United States,L,195.4,
2022,Data Architect,Data Architecture and Modeling,USD,131300,131300,United States,Senior,Full-time,Remote,United States,L,131.3,
2022,Data Architect,Data Architecture and Modeling,USD,190000,190000,United States,Senior,Full-time,Remote,United States,M,190,
2022,Data Architect,Data Architecture and Modeling,USD,135000,135000,United States,Senior,Full-time,Remote,United States,M,135,
2022,Data Engineer,Data Engineering,USD,135000,135000,United States,Senior,Full-time,Remote,United States,M,135,
2022,Data Engineer,Data Engineering,USD,80000,80000,United States,Senior,Full-time,Remote,United States,M,80,
2022,Data Engineer,Data Engineering,USD,160000,160000,United States,Senior,Full-time,Remote,United States,M,160,
2022,Data Engineer,Data Engineering,USD,85000,85000,United States,Senior,Full-time,Remote,United States,M,85,
2022,Data Engineer,Data Engineering,USD,178800,178800,United States,Senior,Full-time,Remote,United States,L,178.8,
2022,Data Engineer,Data Engineering,USD,132100,132100,United States,Senior,Full-time,Remote,United States,L,132.1,
2022,NLP Engineer,Machine Learning and AI,USD,60000,60000,India,Mid-level,Contract,Remote,United States,S,60,
2022,Machine Learning Engineer,Machine Learning and AI,EUR,60000,63040,Finland,Senior,Full-time,Hybrid,Finland,S,63,
2022,Business Data Analyst,Data Analysis,USD,50000,50000,India,Entry-level,Full-time,Remote,American Samoa,L,50,
2022,Data Engineer,Data Engineering,USD,140000,140000,United States,Senior,Full-time,Remote,United States,M,140,
2022,Data Engineer,Data Engineering,USD,105000,105000,United States,Senior,Full-time,Remote,United States,M,105,
2022,Data Engineer,Data Engineering,GBP,65000,80036,United Kingdom,Mid-level,Full-time,Remote,United Kingdom,M,80,
2022,Data Engineer,Data Engineering,GBP,55000,67723,United Kingdom,Mid-level,Full-time,Remote,United Kingdom,M,67.7,
2022,Analytics Engineer,Leadership and Management,USD,190000,190000,United States,Senior,Full-time,Remote,United States,M,190,
2022,Analytics Engineer,Leadership and Management,USD,140000,140000,United States,Senior,Full-time,Remote,United States,M,140,
2022,Data Operations Engineer,Data Quality and Operations,USD,100000,100000,United States,Mid-level,Full-time,Remote,United States,M,100,
2022,Data Operations Engineer,Data Quality and Operations,USD,60000,60000,United States,Mid-level,Full-time,Remote,United States,M,60,
2022,Data Scientist,Data Science and Research,USD,180000,180000,United States,Senior,Full-time,Remote,United States,L,180,
2022,Data Scientist,Data Science and Research,USD,165000,165000,United States,Senior,Full-time,Remote,United States,L,165,
2022,Applied Machine Learning Scientist,Machine Learning and AI,USD,108000,108000,United States,Senior,Full-time,In-person,United States,L,108,
2021,Machine Learning Research Engineer,Data Science and Research,USD,20000,20000,France,Entry-level,Full-time,Hybrid,France,M,20,
2022,Data Architect,Data Architecture and Modeling,USD,190000,190000,United States,Senior,Full-time,Remote,United States,M,190,
2022,Data Architect,Data Architecture and Modeling,USD,135000,135000,United States,Senior,Full-time,Remote,United States,M,135,
2022,Data Scientist,Data Science and Research,USD,179400,179400,United States,Senior,Full-time,In-person,United States,M,179.4,
2022,Data Scientist,Data Science and Research,USD,154000,154000,United States,Senior,Full-time,In-person,United States,M,154,
2022,Machine Learning Scientist,Machine Learning and AI,USD,193900,193900,United States,Senior,Full-time,In-person,United States,M,193.9,
2022,Machine Learning Scientist,Machine Learning and AI,USD,129300,129300,United States,Senior,Full-time,In-person,United States,M,129.3,
2022,Data Science Manager,Data Science and Research,USD,222640,222640,United States,Executive,Full-time,In-person,United States,M,222.6,
2022,Data Science Manager,Data Science and Research,USD,182160,182160,United States,Executive,Full-time,In-person,United States,M,182.2,
2022,Data Engineer,Data Engineering,USD,150000,150000,United States,Mid-level,Full-time,In-person,United States,M,150,
2022,Data Engineer,Data Engineering,USD,100000,100000,United States,Mid-level,Full-time,In-person,United States,M,100,
2022,Analytics Engineer,Leadership and Management,USD,122500,122500,United States,Senior,Full-time,Remote,United States,M,122.5,
2022,Analytics Engineer,Leadership and Management,USD,100000,100000,United States,Senior,Full-time,Remote,United States,M,100,
2022,Data Engineer,Data Engineering,USD,297500,297500,United States,Executive,Full-time,Remote,United States,M,297.5,
2022,Data Engineer,Data Engineering,USD,260000,260000,United States,Executive,Full-time,Remote,United States,M,260,
2021,Machine Learning Developer,Machine Learning and AI,USD,15000,15000,Thailand,Entry-level,Full-time,Remote,Thailand,L,15,
2022,Data Engineer,Data Engineering,USD,193000,193000,Spain,Senior,Full-time,Remote,United States,M,193,
2022,Data Scientist,Data Science and Research,USD,93000,93000,United States,Entry-level,Full-time,In-person,United States,M,93,
2022,Data Scientist,Data Science and Research,USD,73000,73000,United States,Entry-level,Full-time,In-person,United States,M,73,
2022,Data Operations Engineer,Data Quality and Operations,USD,100000,100000,United States,Mid-level,Full-time,Remote,United States,M,100,
2022,Data Operations Engineer,Data Quality and Operations,USD,60000,60000,United States,Mid-level,Full-time,Remote,United States,M,60,
2022,Data Scientist,Data Science and Research,USD,136994,136994,United States,Senior,Full-time,Remote,United States,M,137,
2022,Data Scientist,Data Science and Research,USD,101570,101570,United States,Senior,Full-time,Remote,United States,M,101.6,
2022,ETL Developer,Data Engineering,USD,250000,250000,United States,Senior,Full-time,Remote,United States,M,250,
2022,ETL Developer,Data Engineering,USD,63000,63000,United States,Senior,Full-time,Remote,United States,M,63,
2022,Data Manager,Leadership and Management,USD,134000,134000,United States,Mid-level,Full-time,In-person,United States,M,134,
2022,Data Manager,Leadership and Management,USD,98000,98000,United States,Mid-level,Full-time,In-person,United States,M,98,
2022,Data Scientist,Data Science and Research,USD,191475,191475,United States,Senior,Full-time,Remote,United States,M,191.5,
2022,Data Scientist,Data Science and Research,USD,141525,141525,United States,Senior,Full-time,Remote,United States,M,141.5,
2022,Director of Data Science,Data Science and Research,EUR,55000,57786,France,Senior,Full-time,Hybrid,France,L,57.8,
2022,Data Analyst,Data Analysis,USD,136000,136000,United States,Mid-level,Full-time,Remote,United States,M,136,
2022,Data Analyst,Data Analysis,USD,112000,112000,United States,Mid-level,Full-time,Remote,United States,M,112,
2022,Data Scientist,Data Science and Research,USD,172000,172000,United States,Senior,Full-time,Remote,United States,M,172,
2022,Data Scientist,Data Science and Research,USD,140000,140000,United States,Senior,Full-time,Remote,United States,M,140,
2022,Data Engineer,Data Engineering,USD,215000,215000,United States,Senior,Full-time,In-person,United States,M,215,
2022,Data Engineer,Data Engineering,USD,164000,164000,United States,Senior,Full-time,In-person,United States,M,164,
2022,Data Engineer,Data Engineering,USD,300000,300000,United States,Senior,Full-time,In-person,United States,M,300,
2022,Data Engineer,Data Engineering,USD,130000,130000,United States,Senior,Full-time,In-person,United States,M,130,
2022,Data Engineer,Data Engineering,USD,250000,250000,United States,Senior,Full-time,Remote,United States,M,250,
2022,Data Engineer,Data Engineering,USD,63000,63000,United States,Senior,Full-time,Remote,United States,M,63,
2022,Data Engineer,Data Engineering,USD,180000,180000,United States,Senior,Full-time,Remote,United States,M,180,
2022,Data Engineer,Data Engineering,USD,150000,150000,United States,Senior,Full-time,Remote,United States,M,150,
2021,Data Engineer,Data Engineering,GBP,33000,45390,United Kingdom,Entry-level,Full-time,Hybrid,United Kingdom,L,45.4,
2022,Data Engineer,Data Engineering,USD,250000,250000,United States,Senior,Full-time,Remote,United States,M,250,
2022,Data Engineer,Data Engineering,USD,63000,63000,United States,Senior,Full-time,Remote,United States,M,63,
